"data_zone","simd_rank"
"S01012818",4114
"S01012819",131
"S01012820",4425
"S01012821",5888
"S01012822",1569
"S01012823",5012
"S01012824",1815
"S01012825",2352
"S01012826",123
"S01012827",4778
"S01012828",6745
"S01012829",128
"S01012830",1480
"S01012831",1482
"S01012832",535
"S01012833",863
"S01012834",1093
"S01012835",2155
"S01012836",5362
"S01012837",51
"S01012838",12
"S01012839",4390
"S01012840",5916
"S01012841",5291
"S01012842",4813
"S01012843",6273
"S01012844",6794
"S01012845",4882
"S01012846",1895
"S01012847",3160
"S01012848",4232
"S01012849",1490
"S01012850",1427
"S01012851",2910
"S01012852",6003
"S01012853",4297
"S01012854",5582
"S01012855",4316
"S01012856",1578
"S01012857",2257
"S01012858",1882
"S01012859",1610
"S01012860",3808
"S01012861",4358
"S01012862",1168
"S01012863",1172
"S01012864",514
"S01012865",1963
"S01012866",2034
"S01012867",639
"S01012868",1179
"S01012869",264
"S01012870",2746
"S01012871",3556
"S01012872",3130
"S01012873",2472
"S01012874",465
"S01012875",893
"S01012876",804
"S01012877",1114
"S01012878",5456
"S01012879",5579
"S01012880",6015
"S01012881",4744
"S01012882",143
"S01012883",160
"S01012884",1738
"S01012885",233
"S01012886",5294
"S01012887",5544
"S01012888",5851
"S01012889",4129
"S01012890",248
"S01012891",1005
"S01012892",163
"S01012893",177
"S01012894",4326
"S01012895",5704
"S01012896",1712
"S01012897",4514
"S01012898",6366
"S01012899",841
"S01012900",2699
"S01012901",2915
"S01012902",2661
"S01012903",2135
"S01012904",2321
"S01012905",934
"S01012906",3880
"S01012907",2865
"S01012908",2861
"S01012909",2747
"S01012910",1435
"S01012911",3080
"S01012912",3374
"S01012913",3611
"S01012914",2500
"S01012915",3312
"S01012916",3318
"S01012917",5848
"S01012918",3280
"S01012919",3360
"S01012920",6258
"S01012921",2593
"S01012922",4219
"S01012923",3409
"S01012924",2938
"S01012925",5694
"S01012926",3458
"S01012927",3488
"S01012928",5450
"S01012929",3766
"S01012930",2236
"S01012931",3028
"S01012932",4235
"S01012933",2921
"S01012934",2116
"S01012935",3187
"S01012936",2584
"S01012937",2754
"S01012938",5349
"S01012939",6518
"S01012940",6478
"S01012941",5877
"S01012942",1522
"S01012943",4790
"S01012944",6152
"S01012945",5634
"S01012946",6264
"S01012947",6760
"S01012948",5919
"S01012949",6387
"S01012950",6260
"S01012951",6954
"S01012952",6185
"S01012953",5188
"S01012954",6063
"S01012955",4966
"S01012956",2753
"S01012957",2278
"S01012958",3377
"S01012959",4711
"S01012960",2901
"S01012961",6056
"S01012962",6282
"S01012963",6597
"S01012964",5727
"S01012965",3692
"S01012966",4240
"S01012967",1771
"S01012968",1770
"S01012969",1133
"S01012970",1946
"S01012971",1553
"S01012972",917
"S01012973",2253
"S01012974",1248
"S01012975",1820
"S01012976",2025
"S01012977",1376
"S01012978",1188
"S01012979",2259
"S01012980",2430
"S01012981",2189
"S01012982",2028
"S01012983",4540
"S01012984",3693
"S01012985",3520
"S01012986",2578
"S01012987",2607
"S01012988",1939
"S01012989",3191
"S01012990",2803
"S01012991",2882
"S01012992",3091
"S01012993",1654
"S01012994",2150
"S01012995",3523
"S01012996",2192
"S01012997",3122
"S01012998",3490
"S01012999",2208
"S01013000",2005
"S01013001",6171
"S01013002",5822
"S01013003",6885
"S01013004",5308
"S01013005",5859
"S01013006",5758
"S01013007",5776
"S01013008",5284
"S01013009",3963
"S01013010",6053
"S01013011",6300
"S01013012",4931
"S01013013",5493
"S01013014",4270
"S01013015",5947
"S01013016",5484
"S01013017",4986
"S01013018",6228
"S01013019",6179
"S01013020",2813
"S01013021",3381
"S01013022",4971
"S01013023",6839
"S01013024",5192
"S01013025",3656
"S01013026",2310
"S01013027",785
"S01013028",2640
"S01013029",858
"S01013030",1037
"S01013031",590
"S01013032",5558
"S01013033",3613
"S01013034",1192
"S01013035",1371
"S01013036",1749
"S01013037",4555
"S01013038",2048
"S01013039",6238
"S01013040",2897
"S01013041",2680
"S01013042",3509
"S01013043",920
"S01013044",2193
"S01013045",3500
"S01013046",2338
"S01013047",5764
"S01013048",4204
"S01013049",5666
"S01013050",1543
"S01013051",2267
"S01013052",2213
"S01013053",1866
"S01013054",2966
"S01013055",1593
"S01013056",1381
"S01013057",272
"S01013058",6832
"S01013059",5182
"S01013060",4873
"S01013061",6801
"S01013062",6390
"S01013063",5909
"S01013064",2079
"S01013065",1830
"S01013066",1520
"S01013067",5069
"S01013068",957
"S01013069",4090
"S01013070",2319
"S01013071",6017
"S01013072",201
"S01013073",820
"S01013074",186
"S01013075",439
"S01013076",6059
"S01013077",541
"S01013078",664
"S01013079",4169
"S01013080",4938
"S01013081",6714
"S01013082",5693
"S01013083",6884
"S01013084",6274
"S01013085",3480
"S01013086",5710
"S01013087",6782
"S01013088",6787
"S01013089",3430
"S01013090",6392
"S01013091",6140
"S01013092",2899
"S01013093",6009
"S01013094",6862
"S01013095",6774
"S01013096",4683
"S01013097",6652
"S01013098",6976
"S01013099",4946
"S01013100",6902
"S01013101",2833
"S01013102",6370
"S01013103",6849
"S01013104",6475
"S01013105",6358
"S01013106",5148
"S01013107",6065
"S01013108",3789
"S01013109",4968
"S01013110",5606
"S01013111",5431
"S01013112",5276
"S01013113",3729
"S01013114",4568
"S01013115",4050
"S01013116",6148
"S01013117",4267
"S01013118",5812
"S01013119",3853
"S01013120",4851
"S01013121",3770
"S01013122",422
"S01013123",1120
"S01013124",1563
"S01013125",2156
"S01013126",38
"S01013127",37
"S01013128",605
"S01013129",695
"S01013130",306
"S01013131",1648
"S01013132",837
"S01013133",1032
"S01013134",2021
"S01013135",14
"S01013136",851
"S01013137",2003
"S01013138",55
"S01013139",353
"S01013140",539
"S01013141",1069
"S01013142",748
"S01013143",1787
"S01013144",1791
"S01013145",1465
"S01013146",2979
"S01013147",3017
"S01013148",3695
"S01013149",2470
"S01013150",2602
"S01013151",3921
"S01013152",2088
"S01013153",261
"S01013154",750
"S01013155",258
"S01013156",148
"S01013157",312
"S01013158",4363
"S01013159",4086
"S01013160",5954
"S01013161",1306
"S01013162",668
"S01013163",4421
"S01013164",1748
"S01013165",2436
"S01013166",523
"S01013167",298
"S01013168",1035
"S01013169",470
"S01013170",377
"S01013171",4067
"S01013172",2072
"S01013173",3708
"S01013174",5752
"S01013175",4475
"S01013176",2806
"S01013177",3761
"S01013178",3516
"S01013179",2757
"S01013180",5458
"S01013181",3932
"S01013182",2066
"S01013183",4087
"S01013184",193
"S01013185",1646
"S01013186",659
"S01013187",1128
"S01013188",2765
"S01013189",4952
"S01013190",1774
"S01013191",6247
"S01013192",3539
"S01013193",4208
"S01013194",3971
"S01013195",2706
"S01013196",4610
"S01013197",4060
"S01013198",2154
"S01013199",2638
"S01013200",1266
"S01013201",11
"S01013202",580
"S01013203",294
"S01013204",3788
"S01013205",25
"S01013206",874
"S01013207",872
"S01013208",696
"S01013209",1739
"S01013210",5214
"S01013211",2311
"S01013212",6441
"S01013213",6113
"S01013214",5399
"S01013215",2047
"S01013216",537
"S01013217",1727
"S01013218",260
"S01013219",579
"S01013220",638
"S01013221",852
"S01013222",728
"S01013223",2010
"S01013224",1201
"S01013225",238
"S01013226",2558
"S01013227",657
"S01013228",2503
"S01013229",1651
"S01013230",1968
"S01013231",1056
"S01013232",1837
"S01013233",2705
"S01013234",6211
"S01013235",2821
"S01013236",4430
"S01013237",2103
"S01013238",203
"S01013239",162
"S01013240",161
"S01013241",5510
"S01013242",5112
"S01013243",1592
"S01013244",1582
"S01013245",2934
"S01013246",2299
"S01013247",1706
"S01013248",1449
"S01013249",2174
"S01013250",2597
"S01013251",347
"S01013252",2771
"S01013253",3177
"S01013254",1105
"S01013255",3101
"S01013256",3558
"S01013257",3845
"S01013258",4672
"S01013259",2642
"S01013260",1127
"S01013261",1067
"S01013262",1860
"S01013263",6303
"S01013264",5928
"S01013265",6591
"S01013266",5383
"S01013267",1211
"S01013268",3110
"S01013269",6049
"S01013270",6157
"S01013271",6838
"S01013272",6479
"S01013273",6754
"S01013274",4934
"S01013275",4328
"S01013276",5369
"S01013277",1447
"S01013278",1398
"S01013279",1323
"S01013280",3203
"S01013281",1095
"S01013282",850
"S01013283",2297
"S01013284",5925
"S01013285",4698
"S01013286",5455
"S01013287",6385
"S01013288",3844
"S01013289",6035
"S01013290",4848
"S01013291",4323
"S01013292",5270
"S01013293",6436
"S01013294",3535
"S01013295",4513
"S01013296",986
"S01013297",2722
"S01013298",2601
"S01013299",2659
"S01013300",1834
"S01013301",1438
"S01013302",4014
"S01013303",2713
"S01013304",1078
"S01013305",693
"S01013306",45
"S01013307",1047
"S01013308",487
"S01013309",3915
"S01013310",1581
"S01013311",918
"S01013312",670
"S01013313",1732
"S01013314",1947
"S01013315",6073
"S01013316",4131
"S01013317",4432
"S01013318",5050
"S01013319",4043
"S01013320",6489
"S01013321",1327
"S01013322",2868
"S01013323",1225
"S01013324",1208
"S01013325",419
"S01013326",1336
"S01013327",1219
"S01013328",739
"S01013329",560
"S01013330",5271
"S01013331",6356
"S01013332",1573
"S01013333",3414
"S01013334",1372
"S01013335",380
"S01013336",24
"S01013337",3750
"S01013338",5125
"S01013339",5152
"S01013340",5904
"S01013341",5810
"S01013342",531
"S01013343",2908
"S01013344",574
"S01013345",1540
"S01013346",6118
"S01013347",4426
"S01013348",2723
"S01013349",3710
"S01013350",1655
"S01013351",3309
"S01013352",2886
"S01013353",1235
"S01013354",4199
"S01013355",3310
"S01013356",1571
"S01013357",5981
"S01013358",2195
"S01013359",644
"S01013360",1701
"S01013361",812
"S01013362",991
"S01013363",732
"S01013364",3207
"S01013365",3371
"S01013366",4365
"S01013367",4692
"S01013368",2700
"S01013369",793
"S01013370",829
"S01013371",1762
"S01013372",468
"S01013373",1450
"S01013374",1495
"S01013375",1750
"S01013376",1970
"S01013377",2605
"S01013378",1478
"S01013379",2704
"S01013380",3775
"S01013381",2153
"S01013382",4663
"S01013383",2068
"S01013384",2342
"S01013385",4008
"S01013386",5760
"S01013387",1990
"S01013388",2832
"S01013389",2693
"S01013390",2478
"S01013391",3115
"S01013392",5368
"S01013393",1707
"S01013394",1144
"S01013395",138
"S01013396",4858
"S01013397",2050
"S01013398",6580
"S01013399",3979
"S01013400",1559
"S01013401",4715
"S01013402",6234
"S01013403",4916
"S01013404",3245
"S01013405",3004
"S01013406",1139
"S01013407",1228
"S01013408",1320
"S01013409",2788
"S01013410",1488
"S01013411",3586
"S01013412",1881
"S01013413",4415
"S01013414",1752
"S01013415",209
"S01013416",460
"S01013417",1535
"S01013418",2467
"S01013419",5163
"S01013420",2496
"S01013421",5734
"S01013422",3183
"S01013423",3239
"S01013424",5994
"S01013425",4382
"S01013426",757
"S01013427",5465
"S01013428",1043
"S01013429",2312
"S01013430",2264
"S01013431",774
"S01013432",3251
"S01013433",4675
"S01013434",6666
"S01013435",6953
"S01013436",3936
"S01013437",3477
"S01013438",3362
"S01013439",6919
"S01013440",6897
"S01013441",6523
"S01013442",4928
"S01013443",6278
"S01013444",4038
"S01013445",5961
"S01013446",3035
"S01013447",6945
"S01013448",5881
"S01013449",6764
"S01013450",6689
"S01013451",6606
"S01013452",6796
"S01013453",964
"S01013454",5411
"S01013455",4855
"S01013456",2263
"S01013457",1878
"S01013458",3447
"S01013459",2435
"S01013460",2106
"S01013461",2302
"S01013462",4070
"S01013463",1972
"S01013464",3630
"S01013465",3506
"S01013466",5285
"S01013467",5385
"S01013468",1871
"S01013469",4839
"S01013470",634
"S01013471",1360
"S01013472",6786
"S01013473",6655
"S01013474",5921
"S01013475",3855
"S01013476",3107
"S01013477",2211
"S01013478",3024
"S01013479",1591
"S01013480",2293
"S01013481",3682
