"data_zone","education","health","housing","access","crime","income","employment"
"S01011971",5826,4887,5200,1765,5902,4781,4537
"S01011972",4204,4848,4268,329,5353,4931,4870
"S01011973",4312,5893,5676,581,6286,4507,5714
"S01011974",4189,5442,5224,1272,5879,4912,5377
"S01011975",2987,5154,3987,1822,5903,5175,5096
"S01011976",4951,5000,4589,6128,4191,3949,4526
"S01011977",2906,4151,2740,1279,4705,3042,2789
"S01011978",1713,3837,3681,5922,3388,2838,2770
"S01011979",4677,5263,5759,774,5682,6008,6155
"S01011980",4231,5779,4210,321,3700,3918,4689
"S01011981",3459,5660,3156,58,4547,5056,4731
"S01011982",3912,5821,5012,131,6396,5086,4966
"S01011983",5172,5283,3252,462,4145,4442,5090
"S01011984",452,2212,1765,4876,3622,986,1182
"S01011985",3570,4846,2667,4147,5045,4088,4301
"S01011986",310,1772,3373,2428,2157,435,508
"S01011987",2093,3961,2933,3799,4733,2709,2889
"S01011988",5436,4568,6492,3301,6874,4455,4054
"S01011989",4901,5216,4576,5097,6337,4715,4497
"S01011990",6013,5368,6265,3581,3270,6222,5868
"S01011991",2342,3800,3580,6381,5277,2897,3531
"S01011992",4135,5574,4606,6339,6875,4863,5034
"S01011993",1545,2449,1080,6952,1572,1604,2558
"S01011994",6744,5796,6424,1546,6876,5025,6280
"S01011995",4088,5922,6481,287,6091,5359,5268
"S01011996",2896,3950,4106.5,2499,4703,2463,2805
"S01011997",2043,3489,4611,3606,3792,3183,3708
"S01011998",6355,6427,5280.5,586,6238,6468,6474
"S01011999",4410,4845,3603,357,5672,4326,5553
"S01012000",4431,6380,6874,1031,6877,6045,5625
"S01012001",4181,4644,5899,1069,6056,3789,5020
"S01012002",3209,2662,5165,3400,6365,2234,3311
"S01012003",3376,4243,3536,5910,4619.5,3919,4060
"S01012004",4718,3777,5161,1001,5961,4545,4224
"S01012005",5037,5962,5163,1226,6878,5339,5319
"S01012006",5280,6816,5044,106,5437,6690,6609
"S01012007",5869,4201,4410,2237,6448,3944,4620
"S01012008",4605,4388,2935,894,5013,4027,3616
"S01012009",3530,5769,2924,396,3341,5152,6037
"S01012010",5768,4411,3218,3803,3034,5431,5429
"S01012011",4512,4621,2642,3972,4350,4592,4649
"S01012012",5496,5234,5136,851,6084,4602,5049
"S01012013",3813,5296,5457,430,5220,4595,4607
"S01012014",3568,3276,3547,6714,3436,3859,3671
"S01012015",4402,5476,2955,3753,4823,4910,4646
"S01012016",5199,5432,4531,122,4010,5593,5072
"S01012017",5659,6623,3986,2,6879,4676,5337
"S01012018",4545,6642,3441,63,3842,4949,5837
"S01012019",5510,4387,4494,3908,4053,5306,4839
"S01012020",6141,1741,3410,3071,3989,2248,2207
"S01012021",5942,4659,3099,1770,4629,3459,3175
"S01012022",3318,3377,3549,2968,6880,4044,3722
"S01012023",6314,6133,5911,547,3684,5999,6411
"S01012024",4860,5147,5186,760,6377,5622,5248
"S01012025",4462,3500,5135,900,5786,4222,3878
"S01012026",5684,6899,6371,941,5132,6946,6809
"S01012027",4815,4087,4504,844,1435,5794,5709
"S01012028",6518,5981,6567,761,5719,6849,6475
"S01012029",3864,1829,4398,1015,951,4046,3948
"S01012030",4789,5521,4603.5,585,1715,6138,6200
"S01012031",6901,6231,6722,1266,5379,6034,5512
"S01012032",6399,5923,5480,256,4969,5804,6073
"S01012033",4126,2819,4819,1454,6475,3993,3820
"S01012034",5480,3598,2727,1245,6317,3319,3502
"S01012035",5275,4386,3555,2627,4631,4391,4354
"S01012036",6195,4578,5270,3115,4221,5193,5209
"S01012037",840,1265,1754,2693,1962,1273,1417
"S01012038",139,110,915,3832,476,130,284
"S01012039",742,1071,2120,2409,5056,1655,1610
"S01012040",4253,3191,5608,3572,1735,4416,4489
"S01012041",2497,2385,3035,1036,4532,2524,2394
"S01012042",2136,1698,1963,776,3477,2112,2245
"S01012043",353,737,2220,4417,2314,712,816
"S01012044",482,340,2064,5359,2173,669,408
"S01012045",976,1597,2583,6823,630,924,923
"S01012046",772,444,1883,6514,468,576,596
"S01012047",1751,329,924,6746,466,652,516
"S01012048",1384,265,1443,6684,503,823,1006
"S01012049",2287,1841,1995,6013,1903,1959,2580
"S01012050",4091,2837,4699,2429,4841,4019,3431
"S01012051",4873,1864,3741,4785,2508,2430,2422
"S01012052",2296,2368,1876,5165,2421,2737,1930
"S01012053",1694,1847,1257,4085,1261,2020,1659
"S01012054",1021,606,1224,3592,721,361,296
"S01012055",1950,1266,2150,4589,2497,1898,1333
"S01012056",4653,2270,4637,4290,4592,4482,3694
"S01012057",6079,3960,5653,820,6275,6613,5934
"S01012058",4573,4025,4924,3807,3569,5754,5182
"S01012059",1457,1361,1327,2039,2873,1998,1633
"S01012060",2718,1113,3086,3369,3158,1633,1495
"S01012061",4188,3245,4004,3784,2821,3759,3215
"S01012062",4055,3198,3721,3007,1079,5727,5336
"S01012063",2654,3473,2116,2433,2299,4351,3608
"S01012064",289,63,994,5623,2109,138,258
"S01012065",56,90,686,3789,326,28,66
"S01012066",521,701,946,2660,771,524,1136
"S01012067",26,19,481,6124,984,17,19
"S01012068",2,2,514,5733,80,6,6
"S01012069",652,74,715,5107,18,280,102
"S01012070",294,101,515,5896,191,212,103
"S01012071",813,203,332,6862,130,406,309
"S01012072",2214,276,850,6527,405,480,206
"S01012073",5518,3293,4259,3643,1657,3853,4095
"S01012074",5157,5580,4806.5,2682,6881,4536,5685
"S01012075",5466,5175,5705,2099,5852,5205,5059
"S01012076",4120,1815,2590,1964,4680,3883,3811
"S01012077",1777,1000,2077,1738,1391,1117,974
"S01012078",4103,3409,2865,1431,3088,2882,3158
"S01012079",1335,808,557,2912,2180,1463,1483
"S01012080",1207,850,1226,1662,3209,607,1019
"S01012081",861,230,1063,1131,2050,405,141
"S01012082",862,602,583,1839,1575,855,574
"S01012083",1533,274,888,1073,1232,552,379
"S01012084",4713,3375,3883,481,4797,3586,4910
"S01012085",4200,3063,3919,458,5770.5,3620,3161
"S01012086",1424,875,1614,709,2568,1277,965
"S01012087",2946,1553,1449,961,3673,2250,1877
"S01012088",4504,3644,4359,1138,2063,4543,4016
"S01012089",5333,5001,5717,1090,3435,5689,4913
"S01012090",6270,6170,6597,1510,5442,6754,5260
"S01012091",5002,4710,3562,2430,6882,5587,4796
"S01012092",5171,5055,3686,2561,2691,6478,5711
"S01012093",4186,4420,5306,3034,3995,5866,5944
"S01012094",6322,4842,5869,2274,5499,5851,5692
"S01012095",3658,1338,3651,1728,4349,2659,2607
"S01012096",1524,703,1031,1285,2868.5,1466,1189
"S01012097",2048,1757,1087,1171,3369,1726,2034
"S01012098",2060,1593,1261,2376,4670,1782,2120
"S01012099",1032,608,882,4157,3551,1436,1326
"S01012100",2049,1054,1128,2923,3298,1216,1981
"S01012101",5133,4532,5946,3823,4897,5626,5863
"S01012102",2018,823,1210,5929,221,822,823
"S01012103",3572,3381,2364,3479,5994,3444,3449
"S01012104",5932,4950,6473,4524,4009,5598,5583
"S01012105",5287,4397,4552,3459,3657,4842,4722
"S01012106",6087,5484,5421,3159,5032,6019,6401
"S01012107",6169,2852,5698,3150,299,4943,3586
"S01012108",1991,603,1364,6553,3268,761,796
"S01012109",1714,491,1068,6244,672,711,522
"S01012110",1027,1370,1263,6556,1558,2014,1269
"S01012111",1069,148,834,5499,970,602,624
"S01012112",4663,2051,3629,4560,5429,2961,2217
"S01012113",3671,2711,3680,3107,4300,3120,2200
"S01012114",4645,6248,5710,2550,4923,6162,6091
"S01012115",1397,3001,2761,2677,5772,3057,3338
"S01012116",3231,2520,1388,2203,2679,2986,2324
"S01012117",5716,6811,6520,781,6333,6951,6765
"S01012118",5589,3493,5959,1688,6052,3741,2688
"S01012119",5597,4788,5330,1544,6883,6425,4631
"S01012120",2237,998,368,3524,1646,1465,1033
"S01012121",828,587,1236,4203,4333,1369,1098
"S01012122",2528,1459,1594,2772,2601,3458,2313
"S01012123",2474,2361,1823,5062,3139,3079,2676
"S01012124",4816,3469,2243,4604,5665,4846,3884
"S01012125",932,221,735,6207,1249,324,149
"S01012126",3974,2940,2335,4349,1662,3604,3756
"S01012127",1613,1290,243,6126,12,1688,1861
"S01012128",1351,931,1255,6016,589,1263,1916
"S01012129",1500,280,897,6943,304,980,864
"S01012130",1487,1034,3122,5229,1009,1542,1214
"S01012131",753,496,501,6192,265,665,822
"S01012132",1237,1655,744,6002,219,1307,1593
"S01012133",2774,2849,816,4019,1287,2532,2547
"S01012134",5370,3308,3726,6847,2840,4001,4057
"S01012135",948,48,478,6794,111,247,74
"S01012136",1504,412,251,6913,391,646,521
"S01012137",1846,815,1828,6906,549,1005,644
"S01012138",5258,2828,3839,6738,2428,3788,4206
"S01012139",3741,2602,3868,3791,5538,3552,3389
"S01012140",6320,4964,6487,3155,3319,6357,5650
"S01012141",5669,5379,5365,3751,6426,5700,5121
"S01012142",5139,5541,5524,4628,5208,6020,5227
"S01012143",6505,4890,6659,2958,4572,6085,5923
"S01012144",5440,3684,5327,3145,6104,5390,4492
"S01012145",6275,5448,6778,3740,6124,6599,6004
"S01012146",1676,848,1340,6221,1242,846,1342
"S01012147",959,384,1317,4143,1329,419,605
"S01012148",856,328,616,4387,1160,616,485
"S01012149",2427,2015,1463,3756,1153,1738,2633
"S01012150",925,615,1165,2803,1673,560,811
"S01012151",2072,1552,1556,1686,3385,1407,2231
"S01012152",974,164,892,2253,3571,351,276
"S01012153",1621,136,458,6615,37,523,426
"S01012154",2543,422,820,6612,125,774,474
"S01012155",288,346,506,5866,97,984,475
"S01012156",854,179,763,6096,859,897,767
"S01012157",965,1648,1971,3584,3320,1778,2122
"S01012158",4105,3347,3697,2207,119,4414,4396
"S01012159",5182,4519,4131,2133,5999,6430,4350
"S01012160",6254,4900,5788.5,2624,5770.5,5545,5755
"S01012161",1139,1193,1073,5154,395,832,1001
"S01012162",1946,878,2691,5542,575,1606,1410
"S01012163",2524,677,1387,5724,1129,1377,988
"S01012164",5265,5383,5260,1475,6491,6080,5858
"S01012165",306,443,1690,4269,1438,572,499
"S01012166",1449,1594,921,4500,2803,791,1324
"S01012167",1071,1551,2101,4125,668,2391,1840
"S01012168",4593,4646,3769.5,4999,4038,5022,4985
"S01012169",2673,2057,2087,4767,3681,2683,2215
"S01012170",1914,1812,3150,3843,3526,2526,2108
"S01012171",1983,1477,2354,1752,4421,2546,3096
"S01012172",2412,1746,2411,2320,4751,1361,1672
"S01012173",4760,4413,5985,2639,4967,5349,4567
"S01012174",5552,5921,6107,1209,3920,5801,5604
"S01012175",4442,3949,4243,1101,3558,4757,4147
"S01012176",2895,4627,3503,810,4484,4795,4516
"S01012177",4452,3943,5242,2317,5975,6060,4828
"S01012178",4438,4955,4644,1938,4956,6632,5145
"S01012179",1669,1929,2374,4731,5194,2547,2355
"S01012180",3205,1531,2520,5327,3874,3376,2028
"S01012181",3473,2023,3130,6255,656,2517,2387
"S01012182",4678,6666,4465,3727,367,6563,6761
"S01012183",1600,1711,1415,6260,841,2223,1951
"S01012184",3039,4849,1450,4596,4057,3885,4770
"S01012185",529,1257,217,6900,782,1666,997
"S01012186",3551,2087,3210,4597,3840,2553,1736
"S01012187",789,761,898,5528,737,989,1057
"S01012188",3622,2198,4582,2036,4173,4360,5103
"S01012189",4201,4039,5786,1623,6281.5,4961,4712
"S01012190",6234,6015,6682,2462,6183,6212,4970
"S01012191",5766,5323,6444,2056,6325,5688,5352
"S01012192",5116,4098,5319,908,6884,6108,6019
"S01012193",5849,5623,6000,998,6885,6659,5851
"S01012194",6303,6499,6503,2248,6886,6859,6310
"S01012195",5052,3903,4754,3940,6494,5309,5091
"S01012196",5902,5953,5712,1868,5020,5970,5800
"S01012197",3333,1652,5957,6799,5849,2776,2498
"S01012198",3777,1827,4165,5611,3646,2800,2591
"S01012199",2484,2307,5760,2969,3817,3239,3558
"S01012200",3069,2899,2474,2370,4838,3309,2298
"S01012201",3278,2525,3274,1956,4162,3229,2729
"S01012202",3478,2914,4918,2319,6281.5,3990,3976
"S01012203",4945,4107,5677,1215,6887,5046,5282
"S01012204",4665,5583,5053,1351,6888,6742,5739
"S01012205",4838,4948,4759,1037,6889,5962,5691
"S01012206",4394,4823,3761,1358,6890,5280,5052
"S01012207",2955,2469,3013,4288,4880,3123,2879
"S01012208",3199,2146,3443,4654,4919,2217,2666
"S01012209",3023,1341,4733.5,4497,4257,2200,2938
"S01012210",4257,1824,2112,5194,4231,2572,2328
"S01012211",4285,3374,4032,2119,5184,3377,3645
"S01012212",6184,5738,6411,2064,6891,6772,6087
"S01012213",5897,6152,5400,1785,6892,6780,5720
"S01012214",6192,5430,6116,2993,5833,6598,5448
"S01012215",6536,6469,5573,2763,6893,6556,6530
"S01012216",6343,5417,6782,5032,4415,6026,5887
"S01012217",980,111,928,4110,609,586,388
"S01012218",1552,336,1148,5033,387,146,392
"S01012219",1917,1049,2541,5241,2695,921,609
"S01012220",900,445,1554,5446,3869,477,373
"S01012221",2187,1148,2545,4981,2886,1028,1674
"S01012222",1628,1523,2312,3264,2868.5,1809,1730
"S01012223",2299,539,1942.5,2987,3379,1205,1465
"S01012224",2509,2284,2857,4815,2995,2499,2504
"S01012225",2219,1820,1745,4195,3041,1345,1554
"S01012226",4111,3158,2001,1919,6164,4241,3721
"S01012227",2831,2990,3348,2679,6314,4243,4407
"S01012228",3285,2996,1956,1343,5537,4029,3952
"S01012229",5216,5084,5795,1016,6117,5658,5694
"S01012230",6331,6038,5903,679,6403,6683,5717
"S01012231",6701,6646,6638,772,6894,6132,6197
"S01012232",6727,5604,6438,740,6895,6791,6473
"S01012233",6677,6411,6252,1041,6896,6274,6796
"S01012234",6224,5822,6361,933,6193,5159,5117
"S01012235",6709,6489,6876,3731,6897,6910,6531
"S01012236",5772,4170,4419,3998,5044,4381,4188
"S01012237",6940,6648,6332,1950,5523,6253,6052
"S01012238",3863,2959,2636,3525,3736,2749,3269
"S01012239",2489,1724,1704,5768,3262,1258,1334
"S01012240",3456,3389,3478,6147,3718,3002,2743
"S01012241",6611,6762,5160,2643,6268,5594,5342
"S01012242",6740,5786,6543,742,6463,5989,6233
"S01012243",5584,6141,4355.5,946,6299,6485,6332
"S01012244",6123,6255,4452,262,6291,5156,3821
"S01012245",5984,4939,5878,1720,6898,4610,5119
"S01012246",6514,6381,5082,1718,6050,5857,6490
"S01012247",6077,5096,5671,145,5272,5020,5920
"S01012248",5727,5792,4533,167,6899,4473,6002
"S01012249",5819,5287,5359,139,5428,5260,4792
"S01012250",6114,6187,5274,314,4721,6325,6811
"S01012251",2943,2933,2673,3707,2915,2852,2628
"S01012252",2998,2516,3393,3274,4644,2252,3247
"S01012253",3850,2314,2332,6660,2716,3659,3075
"S01012254",5830,4799,2606,6235,6382,5203,5580
"S01012255",5087,4155,3585,6348,2462,3923,4820
"S01012256",6463,6072,5942,958,6536,6165,6719
"S01012257",3646,4140,4029,2355,5721.5,4767,4287
"S01012258",6729,6583,6729,1618,6446,6678,6502
"S01012259",6515,6329,6896,4786,5540,6888,6435
"S01012260",4771,3689,4831,2949,4399,4700,4674
"S01012261",6392,6902,5753,330,6900,6603,6922
"S01012262",4368,4636,4170,251,4428,4104,3425
"S01012263",3135,3749,2190,1383,5881,3374,2849
"S01012264",4885,4760,4237,2335,6901,4069,4197
"S01012265",1987,3494,2306,2405,6902,3290,3354
"S01012266",3911,3411,5572,4136,5520,3904,4225
"S01012267",5951,4296,6067,4169,6129,5680,5662
"S01012268",5979,5865,4922,446,5721.5,5663,5907
"S01012269",5000,4521,6272.5,5210,6081,4685,4955
"S01012270",4178,3461,3184,4561,4475,3732,3310
"S01012271",5563,5435,3627,50,5252,5760,5997
"S01012272",5467,4738,3846,1991,5884,4697,4705
"S01012273",5334,5013,6201,703,6472,4062,4529
"S01012274",4602,2396,3719,2626,4801,3201,3366
"S01012275",2331,2276,1185,6548,194,2262,2310
"S01012276",4026,2259,2782,3370,1525,3132,2501
"S01012277",2389,2615,3821,2230,2891,3879,3470
"S01012278",2791,1378,2550,6761,185,2322,2305
"S01012279",1895,1839,2024,5742,3861,2529,2091
"S01012280",2466,2177,3432,4102,5780,2441,2168
"S01012281",2725,1910,2468,6416,3243,3125,4226
"S01012282",5990,4473,5945,1248,4598,4821,5446
"S01012283",4157,2938,5798,4429,4348,3352,3164
"S01012284",378,1475,2055,5923,448,2238,1676
"S01012285",5575,3670,4059,4148,2589,4932,4007
"S01012286",1858,1589,2535,1628,3070,2189,1792
"S01012287",163,452,2299,3950,751,495,424
"S01012288",244,1203,2558,2514,606,1034,870
"S01012289",6651,5009,6045,727,6903,4140,4555
"S01012290",4561,3744,2922,2234,4051,3617,3726
"S01012291",6139,5427,5781,1787,6904,5518,5284
"S01012292",6014,4563,6641,4893,6239,5573,6220
"S01012293",4948,3548,6253,999,6905,3684,3537
"S01012294",3892,2183,4490.5,792,2136,3781,3229
"S01012295",4039,2487,6408,794,4281,3429,3591
"S01012296",5667,5765,6017,2484,6195,6125,5939
"S01012297",6242,4418,6072,211,4710,4873,4563
"S01012298",5226,4325,5139,3349,4487,4902,5169
"S01012299",6134,5087,4815.5,5,6906,5461,5789
"S01012300",2669,2624,4184,4347,3933,3262,2952
"S01012301",5623,4947,4201,205,6907,4925,4896
"S01012302",5666,3546,4636,27,6219,3242,2092
"S01012303",5923,6149,5111,110,6235,5859,5001
"S01012304",4303,4663,4750,223,6435,4687,5009
"S01012305",3987,3681,4323,5312,2396,3703,2906
"S01012306",2625,2866,4139,5465,2469,2752,2968
"S01012307",3258,2737,5353,5769,4358,2209,2469
"S01012308",3834,5473,4583,3267,6908,5192,5836
"S01012309",2270,3360,5140,2697,5539,3595,4307
"S01012310",3807,3930,4066,715,3606,3556,4276
"S01012311",3705,3998,4958,6299,5088,3600,3417
"S01012312",3721,3893,5007,195,4295,3481,4236
"S01012313",2956,3946,5404,146,4615,3462,3723
"S01012314",1671,3099,2338,4137,6122,2596,2172
"S01012315",2849,2685,2401,6874,412,2088,1700
"S01012316",1478,1876,3392,6626,3852,1217,1945
"S01012317",3127,5376,3898,5617,5140,4896,5470
"S01012318",2045,2007,2866,4186,4076,2506,2530
"S01012319",4254,4421,3609,486,5862,4517,3865
"S01012320",1589,2689,2600,5389,5246,2681,3108
"S01012321",2999,3814,3678,5239,4667,3670,4190
"S01012322",5316,5337,4006,277,6431,4582,4707
"S01012323",4809,5910,5114.5,509,4899,4734,4166
"S01012324",3837,4270,4315,507,6909,3753,3111
"S01012325",3270,4656,6542,3231,3902,4758,3624
"S01012326",2575,1328,2314,6668,2415,1901,1614
"S01012327",3279,4346,4723,5026,5546,3181,3443
"S01012328",2201,4163,4176,584,6294,3150,2915
"S01012329",5125,4587,5533,56,6499,4150,3661
"S01012330",4310,4402,6251,3406,5577,3998,3462
"S01012331",6437,6040,6721,1754,6910,6102,6339
"S01012332",6334,4523,5761,406,5430,3361,4974
"S01012333",4586,5031,5490,370,5318,4706,4519
"S01012334",2605,4223,5092,4081,4551,3111,3166
"S01012335",3783,4611,6141,4211,5847,4280,4624
"S01012336",3766,4429,5792,4554,4687,4421,4125
"S01012337",2482,2755,5086,6460,2669,2122,1514
"S01012338",3634,2920,3019,6340,2789,2695,2416
"S01012339",4141,2400,3147,6542,2290,3719,3514
"S01012340",3597,4794,5766.5,3874,5739,4477,4028
"S01012341",5082,5759,5170,219,6422,5516,5463
"S01012342",4710,4714,5188,407,6532,4712,5048
"S01012343",5477,4995,5773,272,6911,4924,5134
"S01012344",2498,2462,3245,3734,2949,2561,2060
"S01012345",4152,3671,3614,2832,6147,3774,3211
"S01012346",4876,4743,5975.5,243,6485,4683,5124
"S01012347",3876,4152,5969,2040,6255,4107,4657
"S01012348",5437,4539,5896,3135,2488,4626,4488
"S01012349",1758,3530,5523,3575,3618,2495,3047
"S01012350",2650,4110,4553,4625,2144,2717,3493
"S01012351",1369,3317,5991,4704,4964,3036,3611
"S01012352",4420,3604,5141,6145,3876,3577,4294
"S01012353",2755,2712,2369,6720,2038,1591,1578
"S01012354",3775,5372,6087,6450,4511,3047,2725
"S01012355",4698,4559,4405,66,4331,2942,3799
"S01012356",3969,4998,4281,4594,6912,3858,4272
"S01012357",5175,4191,6625,307,5670,5148,5924
"S01012358",5636,3768,6180,53,6451,4378,5137
"S01012359",538,717,3063,1583,1204,1126,1130
"S01012360",435,611,1366,1982,998,632,1162
"S01012361",416,1084,2391,1103,2447,1088,1181
"S01012362",569,830,2266,1634,1216,680,1388
"S01012363",1645,979,2999,5830,1343,1562,680
"S01012364",2889,2140,2280,5308,886,2194,1635
"S01012365",3612,4465,5639,4160,4760,5297,3996
"S01012366",2606,2093,3938,6631,768,2158,1817
"S01012367",4036,3519,6177,2218,4105,3692,3892
"S01012368",5166,4208,6026,1088,4954,4798,4176
"S01012369",4600,4506,5246,2880,4314,5042,4102
"S01012370",3174,2549,5025,2638,3797,2840,3055
"S01012371",2530,1323,4391,5349,2134,2063,1493
"S01012372",2051,1474,3611,4921,1591,1419,1164
"S01012373",3903,3325,5147,2788,3624,2958,2013
"S01012374",2859,2591,5336,1286,4905,3807,3706
"S01012375",2813,2665,5070,1725,3599,2550,2033
"S01012376",6540,4926,5987,252,6913,5293,6140
"S01012377",6012,5649,5399,505,3178,5223,5506
"S01012378",4785,5737,4033,7,6225,5382,4534
"S01012379",6056,4671,5571,23,5374,4061,4866
"S01012380",2706,2527,2891,4799,3065,2971,2493
"S01012381",3151,2463,5035,6844,1859,2354,2654
"S01012382",5330,5042,6539,4925,6405,5023,4766
"S01012383",4551,2906,4806.5,5712,5313,4126,3416
"S01012384",4059,3436,6200,4275,2528,4261,3421
"S01012385",4533,4004,4584.5,5226,3227,3780,4173
"S01012386",1290,1109,2067,1456,1938,1353,1486
"S01012387",5146,4985,4480,73,5758,5381,5312
"S01012388",5832,5531,3469,255,6914,5517,5081
"S01012389",4794,5217,3779,666,6526,6063,5041
"S01012390",5509,4673,4481,193,5482,4982,5347
"S01012391",5530,4438,5534,459,6915,5835,5712
"S01012392",4886,4594,4414,1363,4575,3932,5171
"S01012393",4146,4153,2100,3374,2931,5189,4704
"S01012394",2506,2666,4380,4038,3202,2820,2615
"S01012395",3390,3752,3690,6658,2970,5442,5550
"S01012396",4654,3596,3280,5517,1257,4186,4427
"S01012397",3860,4425,3685,185,4612,5054,3853
"S01012398",3329,2573,1715,6169,174,4292,4363
"S01012399",4109,2986,3083,6125,3946,3872,4210
"S01012400",2155,1933,1893,6226,1620,3636,3394
"S01012401",3020,2065,1397,1438,775,3726,2878
"S01012402",5734,5284,6185,208,2655,5984,6376
"S01012403",3854,5121,5192,384,6289,4648,6182
"S01012404",3535,3865,1914,3944,3054,4620,4433
"S01012405",5600,6153,5958,141,6916,6723,6480
"S01012406",4999,5870,4055,44,6917,5774,5313
"S01012407",4623,4834,4627,426,6918,5196,5743
"S01012408",5611,6048,4332,86,6919,6327,5679
"S01012409",5744,5112,3653,123,6920,5316,5132
"S01012410",3539,4150,4961,1980,5621,5578,5215
"S01012411",3233,4145,3798.5,254,4971,4332,4089
"S01012412",3735,3675,4675,129,6921,4580,4853
"S01012413",4958,4099,4034,90,6922,3958,4388
"S01012414",3275,4903,3716,14,6923,3735,3866
"S01012415",3428,6790,6453,609,6924,5551,6697
"S01012416",3525,6391,5272,20,5801,5236,6510
"S01012417",2840,2843,4097,1829,5240,1894,1616
"S01012418",2914,4365,3732,18,5724,2929,4474
"S01012419",2822,3691,2918,101,4945,2672,3767
"S01012420",2329,2690,3128,658,3450,2336,2292
"S01012421",3027,2905,3250,386,1449,2920,2039
"S01012422",2726,3174,3894,266,2797,3392,3183
"S01012423",4733,3540,4875,688,5989,4298,4126
"S01012424",2253,1794,2675,2568,4116,2057,2517
"S01012425",1767,245,1939,3996,3284,253,501
"S01012426",1304,513,2819,2461,1475,195,394
"S01012427",1038,1167,1957,1091,2991,959,968
"S01012428",2586,2380,5788.5,1076,4075,2368,2716
"S01012429",1696,1504,3277,3941,4395,1859,1547
"S01012430",2962,3121,3998,6239,2047,3155,3442
"S01012431",4315,2633,3671,6036,1725,2861,2681
"S01012432",2536,1168,2817,4891,4294,2008,1432
"S01012433",3054,1735,2949,6412,2609,1457,1829
"S01012434",2186,1753,3054,6659,2710,1931,2412
"S01012435",2576,713,1849,6944,1900,1406,850
"S01012436",1785,782,2564.5,4380,2403,883,678
"S01012437",2700,1773,4271,4688,2960,2990,2441
"S01012438",3476,3048,4783,2998,6208,2552,2992
"S01012439",3904,1771,2971,6277,1365,1717,1431
"S01012440",5537,5153,6546,4454,4168,5412,4008
"S01012441",5291,4524,4849,189,5175.5,4419,4606
"S01012442",4018,4113,5195,350,1174,3272,3851
"S01012443",4772,4164,4947,559,5947,3699,4395
"S01012444",3264,2881,5648,895,1036,3144,1562
"S01012445",5704,6741,6480,971,6925,5941,6769
"S01012446",1311,1052,3774,2482,4127,1571,1974
"S01012447",4356,3844,6171,4798,5585,6218,5269
"S01012448",5020,3988,6563,1162,6394,4692,4283
"S01012449",2529,2234,4135,1609,5230,4642,3277
"S01012450",4209,4797,3701.5,521,3064,4784,4772
"S01012451",6089,5339,6912,2122,3688,5938,5113
"S01012452",5992,4075,6010,695,6274,5698,5178
"S01012453",6829,5640,6959,1322,5855,6513,6518
"S01012454",6417,5162,6727,1225,5421,6148,6632
"S01012455",6815,6577,6952.5,1252,6016,6939,6628
"S01012456",6472,5067,6704,1590,6926,5660,6388
"S01012457",6538,5932,6770,745,5564,6477,5449
"S01012458",6758,6550,6044,3421,4778.5,6687,6668
"S01012459",5732,5088,6368,3846,5660,5535,6335
"S01012460",6312,5064,6783,3368,6927,6370,6122
"S01012461",3306,2456,3796,4207,4019,2728,2399
"S01012462",2628,780,2694,5322,3427,1589,1237
"S01012463",1630,557,2498,4569,1478,1293,1223
"S01012464",797,1001,2920,1883,1419,862,728
"S01012465",2003,2568,4115,2850,6070,2511,3081
"S01012466",3665,3211,4913,4595,3823,4196,3848
"S01012467",2611,3169,4384,3786,4386,2351,2569
"S01012468",3469,2921,5339,3343,4693,2782,4247
"S01012469",6835,4015,6547,4107,5974,6011,5943
"S01012470",4234,1649,4548,4128,1931,2276,1520
"S01012471",6344,5279,6621,3827,4713,5654,6691
"S01012472",6354,6084,6613,1761,6162,5782,5776
"S01012473",5468,5169,5564,1189,5861,5350,4614
"S01012474",5357,2239,5113,5755,4682,2155,2275
"S01012475",5833,4328,6109,4411,6037,5572,4114
"S01012476",2858,3066,4974,3570,4407,3243,2739
"S01012477",6038,4732,6891,1817,6928,6384,6508
"S01012478",3271,2233,4572.5,3853,3166,2980,3375
"S01012479",5790,5095,5974,1614,6929,5174,5872
"S01012480",1270,2110,3682,3412,2338,1718,1915
"S01012481",3368,772,1359,6337,24,1813,765
"S01012482",2095,1471,3746,6637,419,2968,2002
"S01012483",2808,436,1020,6629,44,949,675
"S01012484",6554,3417,6305,5597,3337,4518,3688
"S01012485",6710,3615,5394,5348,5190,4816,5198
"S01012486",5829,3027,5757,5172,5799,4163,4642
"S01012487",1951,2286,2638,6559,1864,2246,2227
"S01012488",3015,1733,3569,5883,3956,3046,1813
"S01012489",177,69,747,6467,134,30,53
"S01012490",518,255,753,6175,163,483,382
"S01012491",447,62,1809,4948,62,34,24
"S01012492",117,130,2229,4741,50,128,45
"S01012493",5396,874,4586,5022,944,732,404
"S01012494",2278,2253,2199,1268,4441,3559,3877
"S01012495",1678,1796,1566,1106,2468,1249,1251
"S01012496",260,657,1681,3812,2836,597,627
"S01012497",571,283,2902,5009,903,783,349
"S01012498",165,321,1018,3509,1988,333,317
"S01012499",614,1068,1354,3749,3574,1197,1558
"S01012500",749,740,2291,5332,758,1171,650
"S01012501",113,93,536,5964,793,50,139
"S01012502",55,67,884,6172,413,31,106
"S01012503",484,495,1533,5997,787,660,569
