"data_zone","education","health","housing","access","crime","income","employment"
"S01010010",5733,4384,3268,3754,3983,4862,4548
"S01010011",2702,1171,938,6676,4091,1101,1585
"S01010012",3762,3839,3098,5353,3658,3456,3149
"S01010013",3977,2176,756,6674,1161,2176,2415
"S01010014",3788,2858,622,6694,2687,2434,2651
"S01010015",3702,3698,590,6948,1789,3892,3582
"S01010016",1691,1083,1361,5380,2954,1445,1550
"S01010017",1242,373,411,5192,2107,377,481
"S01010018",1807,905,836,5776,860,1464,1552
"S01010019",193,287,618,5166,323,167,155
"S01010020",2066,1330,1882,4366,1387.5,1415,2223
"S01010021",1251,282,248,1940,79,433,495
"S01010022",345,1310,445,1468,1917,859,1260
"S01010023",161,204,451,2401,1603,588,440
"S01010024",1300,260,527,4189,915,1191,1300
"S01010025",708,108,347,4447,159,215,77
"S01010026",213,437,362,4727,417,398,417
"S01010027",2111,2347,418,6842,2494,2460,3032
"S01010028",1414,119,407,3636,2198.5,139,273
"S01010029",295,118,513,2981,1401,5,12
"S01010030",2374,3351,1295,5799,4263,1974,2429
"S01010031",4284,3278,615,3891,124,2488,1906
"S01010032",764,83,543,2824,28,642,425
"S01010033",936,149,96,6245,267,598,199
"S01010034",107,187,336,4379,666,158,534
"S01010035",448,2336,24,3705,127,3222,2626
"S01010036",2911,6745,730,3623,3421,5362,6445
"S01010037",71,129,734,6114,340,334,400
"S01010038",427,471,93,5223,93,913,1194
"S01010039",4351,5341,36,3310,320,3422,3293
"S01010040",2723,1541,279,5245,110,2016,1935
"S01010041",3738,744,249,3136,142,1526,1560
"S01010042",1808,2445,224,6200,670,2873,2949
"S01010043",327,153,143,6851,477,304,244
"S01010044",430,543,542,6840,1891,776,813
"S01010045",115,146,449,6201,1557,100,245
"S01010046",852,22,883,5515,1193,98,189
"S01010047",201,88,402,6261,2198.5,91,40
"S01010048",279,45,234,4353,2117,77,101
"S01010049",16,112,295,6866,1065,126,170
"S01010050",127,25,335,5871,717,3,13
"S01010051",73,236,375,6870,234,466,151
"S01010052",49,178,129,6974,20,457,171
"S01010053",501,656,119,5006,1288,390,1234
"S01010054",62,70,1077,3722,90,119,83
"S01010055",508,8,215,6364,128,137,32
"S01010056",14,109,574,6321,946,460,589
"S01010057",1176,1126,476,6384,1593,802,1507
"S01010058",130,271,345,4992,1588,582,532
"S01010059",970,1912,261,5950,1331,1660,1728
"S01010060",913,599,342,6801,1060,671,633
"S01010061",2648,1919,2295,6112,4114,2353,1827
"S01010062",911,472,212,5704,774,854,1063
"S01010063",100,56,253,6618,226,276,204
"S01010064",2297,1382,1075,5634,2507,1474,1049
"S01010065",68,395,487,5339,2577,507,395
"S01010066",227,167,190,4183,2632,219,365
"S01010067",38,30,340,4066,335,95,146
"S01010068",938,1967,567,5206,1305,1194,2201
"S01010069",3105,2620,4581,5249,2464,3750,3408
"S01010070",4000,3162,2730,3217,6067,4843,4153
"S01010071",3411,1169,2159,6178,1984,2143,1923
"S01010072",2772,1751,826,6487,4150,2606,2080
"S01010073",4500,2706,3782,5212,3782,3490,3383
"S01010074",4101,2691,1922,3721,4595,3121,3581
"S01010075",1939,1213,1505,2341,6782,1252,1297
"S01010076",1255,1073,727,4679,5458,1730,1320
"S01010077",1156,555,480,3759,1894,960,830
"S01010078",3663,3819,2709,1371,5386,5285,4242
"S01010079",5092,4548,6114,2244,5222,5873,5563
"S01010080",5191,4665,5657,2999,5170,5282,4508
"S01010081",4532,3832,4397,4716,4972,4578,4658
"S01010082",3435,3376,4249,2948,3271,3509,3429
"S01010083",1801,725,521,1680,3151,997,1179
"S01010084",537,660,998,2983,3353,1017,1132
"S01010085",2710,3760,4830,2822,5129,4148,4121
"S01010086",872,231,838,4525,2917,547,447
"S01010087",5354,3264,5089,3144,6783,4129,4309
"S01010088",4027,5969,5292,1469,5452,5529,6033
"S01010089",2523,523,452,4602,713,973,1004
"S01010090",3443,1557,2841,2913,4679,3564,3623
"S01010091",1906,3656,2979,1133,3552,4294,4462
"S01010092",897,177,967,4937,3316,465,616
"S01010093",3410,2194,1306,4953,3709,2429,2783
"S01010094",3785,3017,1852,4857,5517,3596,2801
"S01010095",4419,3702,1832,3275,5732,5600,5272
"S01010096",4261,3779,1781,2866,5874.5,5290,4280
"S01010097",3644,3633,2674,5208,1772,3630,3304
"S01010098",3889,4266,4518,4350,4567,5345,4261
"S01010099",4993,4746,3790,4040,3760,4667,4855
"S01010100",3272,2453,3623,3598,4863,3269,3504
"S01010101",2997,2684,4610,2723,5931,3861,4156
"S01010102",4484,4938,5164,1520,5262,4950,5253
"S01010103",3821,5090,3311,1559,4210,5079,4889
"S01010104",4415,4171,4054,2524,3507,4396,5112
"S01010105",123,720,511,2363,862,1667,1897
"S01010106",754,1053,245,3306,1142,1270,1356
"S01010107",221,416,132,3826,2837,293,777
"S01010108",603,244,57,1608,3308,900,498
"S01010109",822,488,380,1158,1732,1000,1121
"S01010110",84,196,732,6020,1862,174,190
"S01010111",114,9,281,3508,1152,26,35
"S01010112",230,42,465,5180,1128,165,194
"S01010113",134,193,635,5613,1680,385,462
"S01010114",61,15,546,6549,1027,135,250
"S01010115",1953,2210,1854,2791,5643,1808,2880
"S01010116",2591,2867,1310,2813,3184,2130,2914
"S01010117",3475,4277,2201,1679,621,4110,4931
"S01010118",4,36,152,3463,339,10,88
"S01010119",455,566,1107,1360,464,1318,1795
"S01010120",32,102,562,2733,1201,59,227
"S01010121",29,34,448,3359,1350,21,73
"S01010122",19,10,447,6316,41,13,18
"S01010123",422,396,881,2194,2015,370,762
"S01010124",824,2168,1243,2239,4113,2036,2816
"S01010125",1008,559,681,4163,3371,644,1000
"S01010126",1434,785,2788,3088,2160,803,1201
"S01010127",1537,526,876,3014,5368,1503,736
"S01010128",6,160,792,1204,587,104,304
"S01010129",15,12,544,2112,354,52,173
"S01010130",45,383,1061,3336,155,499,458
"S01010131",4156,2782,4437,5838,3181,4066,3764
"S01010132",653,337,429,5237,1110,353,416
"S01010133",190,91,605,4532,578,242,255
"S01010134",846,451,877,6194,2399,875,684
"S01010135",1037,528,866,5297,2938,704,717
"S01010136",2832,1358,942,6624,1073,2039,1875
"S01010137",2233,655,664,6754,1952,346,659
"S01010138",1764,5,889,4020,363,19,2
"S01010139",1109,556,749,6795,435,651,657
"S01010140",2151,1529,827,6683,150,1675,1988
"S01010141",660,52,491,6973,393,78,166
"S01010142",994,184,655,6718,380,369,356
"S01010143",958,672,1066,6636,5065,1142,1067
"S01010144",896,368,197,5752,945,409,384
"S01010145",1349,802,565,6243,957,1311,1178
"S01010146",290,125,289,6456,408,287,366
"S01010147",174,107,667,6883,950,221,144
"S01010148",33,20,221,5750,337,2,10
"S01010149",1654,3687,1718,3620,1262,5312,6325
"S01010150",474,173,582,5419,1300,43,57
"S01010151",496,350,646,5710,642,418,232
"S01010152",2303,1791,1002,6304,1511,1518,1456
"S01010153",1151,424,745,4894,1374,958,525
"S01010154",1672,339,1214,6195,2141,502,264
"S01010155",2408,957,1264,6663,1669,1036,826
"S01010156",637,766,805,5277,856,562,834
"S01010157",116,214,2484,4410,842.5,235,396
"S01010158",1133,881,524,6174,956,801,989
"S01010159",1705,664,1441,5521,1387.5,882,563
"S01010160",173,211,109,2120,336,57,104
"S01010161",1908,749,1003,4616,457,1354,975
"S01010162",129,916,266,1810,303,217,79
"S01010163",191,60,796,3502,1189,33,140
"S01010164",341,208,711,4795,1312,521,634
"S01010165",489,96,811,4008,1472,122,211
"S01010166",1175,483,656,2295,5116,1155,996
"S01010167",668,215,187,3864,2139,357,214
"S01010168",891,906,690,5160,1719.5,869,1192
"S01010169",110,498,99,3278,702,923,784
"S01010170",509,503,424,2503,1100,382,514
"S01010171",85,106,505,4133,294,32,80
"S01010172",524,400,1238,6290,3372,434,289
"S01010173",1881,1548,1452,5080,4227,1487,1508
"S01010174",535,2238,601,5400,1226,3888,4064
"S01010175",1301,1807,1163,4964,997,643,854
"S01010176",2108,1059,1374,5861,1096,1358,1604
"S01010177",225,371,861,6090,878,116,124
"S01010178",143,241,1051,3081,2168,152,312
"S01010179",158,46,623,4397,4398,35,114
"S01010180",1238,4930,1648,3004,1406,5013,4435
"S01010181",80,116,695,5586,2578,121,131
"S01010182",4706,3208,2324,3186,5202,3914,3720
"S01010183",876,299,1177,4100,2732,614,246
"S01010184",621,1252,409,4641,1259,720,905
"S01010185",222,312,485,5450,1134,308,335
"S01010186",4174,3938,2081,3181,6048,3614,3965
"S01010187",4314,2745,704,984,3409,3952,3516
"S01010188",3866,2599,2772,1389,2926,3852,3548
"S01010189",4170,4874,5314,1811,4659,3824,4630
"S01010190",5397,5492,6038,1346,5680,4730,5531
"S01010191",3589,4649,2490,2157,5107,4325,4150
"S01010192",4669,5139,3667,3507,5339,4353,4982
"S01010193",3287,3257,3253,2838,2392,4654,4293
"S01010194",1882,933,674,5324,6035,1235,791
"S01010195",1325,821,1894,3379,6784,1525,929
"S01010196",419,704,1155,5337,3628,922,741
"S01010197",522,201,626,5204,1831,394,463
"S01010198",786,72,1170,4779,77,196,195
"S01010199",967,442,2014,5462,1679,251,565
"S01010200",773,831,648,5899,2374,1256,1592
"S01010201",2513,1727,2180,5066,3305.5,2633,2857
"S01010202",11,104,232,5230,208,74,92
"S01010203",3462,3791,1474,4298,3358,3613,4033
"S01010204",58,320,269,3892,1147,193,313
"S01010205",156,183,453,4965,309,535,441
"S01010206",814,3855,18,3431,6975.5,6975.5,6975
"S01010207",39,841,19,4849,1911,1662,2016
"S01010208",2283,462,370,6538,807,856,1078
"S01010209",715,458,955,4729,49,688,520
"S01010210",1827,568,1936,3794,2056,1408,1261
"S01010211",540,79,412,6049,1504,345,226
"S01010212",638,222,353,5644,100,172,125
"S01010213",743,569,1218,5518,2981,852,878
"S01010214",2983,3030,1440,3650,3929,2703,3655
"S01010215",473,182,456,6378,964,312,315
"S01010216",34,338,1074,3858,814,189,84
"S01010217",587,694,223,5747,207,141,368
"S01010218",1140,669,450,6382,935,331,701
"S01010219",756,3025,76,3477,3796,1561,2164
"S01010220",5876,6855,2361,4839,2771,5674,6337
"S01010221",23,44,233,6440,720,84,85
"S01010222",1759,508,403,5794,1816,163,558
"S01010223",597,227,1129,5832,1460,261,491
"S01010224",96,124,486,5824,244,27,65
"S01010225",1737,541,280,6181,241,428,383
"S01010226",2013,2643,50,5344,1553,843,2015
"S01010227",1770,3181,28,4326,6974,6974,6975
"S01010228",252,133,262,4769,533,93,107
"S01010229",2040,724,1025,3152,1714,707,808
"S01010230",502,291,105,5019,390,83,117
"S01010231",1052,334,214,4258,469,292,421
"S01010232",1648,309,309,3534,481,482,697
"S01010233",494,411,104,2885,2597,525,437
"S01010234",1932,3069,321,6965,2244,2802,3387
"S01010235",3354,3508,122,6291,2811,5068,5710
"S01010236",3240,1651,980,5912,1977,2448,2497
"S01010237",3691,2887,1518,6875,2032,3001,2803
"S01010238",2246,2780,432,6917,2097,2169,3140
"S01010239",670,426,213,6769,3089,635,898
"S01010240",2637,2008,351,6925,4722,2321,2340
"S01010241",534,1124,706,5843,1519,1896,2445
"S01010242",1044,294,115,4988,1695,437,510
"S01010243",478,930,54,5846,530,678,718
"S01010244",208,487,83,6838,260,1199,1197
"S01010245",27,4,641,4202,113,11,15
"S01010246",269,858,246,5304,759,383,551
"S01010247",2841,1248,628,4848,920,1336,2147
"S01010248",3605,4220,1267,6711,2611,3496,4047
"S01010249",2765,3324,398,6881,1822,3355,3598
"S01010250",2587,4339,813,6923,2765,3303,4411
"S01010251",2762,5478,225,6191,2770,5313,5322
"S01010252",4069,2048,659,6705,1400,2170,2270
"S01010253",557,77,593,4897,892,125,234
"S01010254",1293,712,421,6730,1495,536,1344
"S01010255",739,450,299,5534,842.5,520,743
"S01010256",354,427,461,6931,1310,757,299
"S01010257",2517,2150,5,3316,268,4156,3925
"S01010258",6711,6974,6,2551,2889,6894,6915
"S01010259",1662,1101,110,3997,1704,1241,1176
"S01010260",3746,4637,60,3262,554,4254,4477
"S01010261",2532,3711,71,2834,3925,3664,4763
"S01010262",2854,288,173,4722,43,322,325
"S01010263",3517,6090,17,3255,136,5450,5383
"S01010264",1799,1700,85,4109,26,1521,2157
"S01010265",6832,6949,21,4827,64,6863,6887
"S01010266",1809,5166,153,5817,1001,4011,5594
"S01010267",2207,4037,4,6727,17,4079,4451
"S01010268",4487,2735,126,6271,1719.5,2793,3027
"S01010269",2428,3361,75,5802,1678,3213,3446
"S01010270",1336,135,570,4108,375,439,297
"S01010271",4250,2680,101,5882,11,2608,3575
"S01010272",207,1364,47,4751,1057,1176,1167
"S01010273",5371,6972,31,3663,15,6090,6755
"S01010274",3694,6825,400,3438,2,6970,6901
"S01010275",4433,5438,13,4033,1,5318,5338
"S01010276",2873,6866,273,4998,4003,6771,6730
"S01010277",1859,1402,599,6248,2206,1213,1690
"S01010278",2247,1079,159,5759,2656,371,1494
"S01010279",1781,1289,79,6953,1706,2662,2540
"S01010280",4650,4442,191,6945,2518,2725,3074
"S01010281",3898,5993,51,6800,3100,4839,5875
"S01010282",2711,1015,138,5627,2004,1435,1155
"S01010283",1774,4017,1007,6024,86,2912,4359
"S01010284",2025,4293,346,4549,2971,4503,5058
"S01010285",4094,2815,176,6968,1130,3122,2964
"S01010286",4003,6551,846,5924,3323,5176,5826
"S01010287",3273,5117,209,6521,1613,5226,5385
"S01010288",6496,6501,150,6282,1217,5605,5881
"S01010289",4298,6673,1100,4691,2846,6093,6128
"S01010290",3065,3034,265,5947,1979,2973,2827
"S01010291",5718,2924,116,6515,1466,3119,4077
"S01010292",4974,6266,181,5487,2224,4551,6185
"S01010293",2972,3718,56,6335,2540,2815,4165
"S01010294",5385,5443,127,5493,1454,4526,5862
"S01010295",4010,5668,255,6680,1026,4257,5653
"S01010296",1965,3182,107,6878,383,2077,2363
"S01010297",2321,1114,185,5633,1122,1317,1003
"S01010298",2569,788,322,6854,1215,493,752
"S01010299",1496,441,256,6759,1833,282,573
"S01010300",2502,889,247,6802,1093,1917,2334
"S01010301",3499,5316,532,5835,1194,3841,4724
"S01010302",1391,955,74,6022,1730,764,595
"S01010303",796,1987,78,6119,1586,191,1099
"S01010304",949,76,264,6004,442,330,271
"S01010305",2686,504,538,5892,3253,834,1119
"S01010306",2905,3199,202,6484,3085,2263,2268
"S01010307",6306,6196,632,5193,2255,5124,5491
"S01010308",5233,4811,1098,6037,2875,4411,4296
"S01010309",186,1535,157,3796,6785,1240,1451
"S01010310",539,379,151,6270,884,396,484
"S01010311",13,41,369,6586,91,136,90
"S01010312",52,11,294,4468,615,56,43
"S01010313",248,27,354,5397,908,160,61
"S01010314",1778,631,430,5340,715,866,909
"S01010315",2142,2141,607,4363,1786,1265,2155
"S01010316",398,292,609,3901,1240,455,286
"S01010317",5643,2991,1283,5960,938,3520,4179
"S01010318",1586,3207,131,3437,2275,3223,3596
"S01010319",1235,2903,1094,4843,1285,2110,2348
"S01010320",792,1522,199,6318,694,961,1199
"S01010321",1598,1152,154,5716,232,1472,1702
"S01010322",6023,5823,665,4734,4811,5612,5669
"S01010323",81,1,241,6646,274,4,4
"S01010324",344,224,600,4105,1642,443,303
"S01010325",312,370,1280,4557,3234,496,415
"S01010326",94,38,395,6246,117,40,23
"S01010327",769,536,1130,3092,1301,828,1062
"S01010328",1920,1029,1026,4477,1358,1390,1830
"S01010329",1546,1758,1403,2367,5173,1547,2069
"S01010330",30,172,564,3880,797,58,99
"S01010331",483,202,1216,4883,1112,271,111
"S01010332",218,94,1042,2458,820,103,235
"S01010333",505,284,935,3111,1205,556,285
"S01010334",1247,1045,1623,3122,1307,1024,1396
"S01010335",194,376,995,1799,2331,397,544
"S01010336",36,114,630,5190,510,124,36
"S01010337",154,351,1046,5156,1385,530,336
"S01010338",10,137,467,4907,1253,42,119
"S01010339",1458,690,1245,5641,1513,953,1025
"S01010340",1299,879,556,1835,1015,424,639
"S01010341",2065,2283,1457,3560,5935,2369,2652
"S01010342",3620,3981,263,2342,3480,4739,4414
"S01010343",4516,3627,830,1704,3223,4185,4171
"S01010344",87,64,739,1598,696,73,44
"S01010345",6293,5035,5746,990,5057,5127,4402
"S01010346",3561,2634,3267,4315,2867,3555,4168
"S01010347",1178,885,637,1589,1422,593,940
"S01010348",1725,1472,1647,3416,5311,1612,1719
"S01010349",1818,679,512,4329,1765,1102,1377
"S01010350",720,585,592,2352,2341,384,629
"S01010351",1706,2479,944,1744,3535,1607,2152
"S01010352",51,510,389,3062,2009,366,428
"S01010353",376,58,473,4130,614,117,67
"S01010354",642,635,440,4063,2009,702,780
"S01010355",1075,387,371,3682,1974,666,581
"S01010356",1420,2085,840,3025,928,1470,1784
"S01010357",565,174,596,3517,196,145,91
"S01010358",990,158,34,4841,529,190,163
"S01010359",395,302,168,5753,307,47,168
"S01010360",1117,347,254,5013,1214,347,450
"S01010361",580,53,88,3678,101,44,16
"S01010362",536,75,92,4684,209,20,8
"S01010363",5433,4609,1646,2856,4205,3694,3883
"S01010364",6521,5652,4747,3550,6178.5,5763,5438
"S01010365",6745,5753,3784,4810,4018,5981,6137
"S01010366",6028,5080,1918,4873,4624,5229,4862
"S01010367",6404,6511,5519,4083,4965,6520,6701
"S01010368",6866,5425,5016,5328,3899,5908,6498
"S01010369",3935,3350,950,4657,2856,2330,2809
"S01010370",6596,6914,2807,5161,2159,5425,6541
"S01010371",4731,6336,555,5588,3992,5340,5465
"S01010372",6907,6548,3142,4331,5816,6566,5475
"S01010373",5325,5350,1532,4740,5069,5546,5507
"S01010374",6687,6868,743,6532,5992,6735,6396
"S01010375",5281,5097,59,5531,425,5158,5578
"S01010376",5017,4862,282,6957,1468,4800,5144
"S01010377",6171,5793,66,6385,1476,4476,5317
"S01010378",6642,5268,206,5664,2964,4689,4654
"S01010379",4755,3077,537,6757,632,3603,3968
"S01010380",4328,4018,1356,6448,4131,4555,4343
"S01010381",5183,5048,15,6080,1149,5147,5051
"S01010382",3257,4193,499,6696,2253,3929,4383
"S01010383",2084,1576,46,6103,2345,1150,1034
"S01010384",4612,4572,821,5415,346,5075,5856
"S01010385",3818,3107,238,6856,3009,3473,3444
"S01010386",1195,642,172,6845,487,821,933
"S01010387",2228,2080,800,6047,1003,2970,3116
"S01010388",1390,812,631,6961,1068,1255,1186
"S01010389",5255,6129,49,4968,3549,5847,5735
"S01010390",3556,2792,103,6895,3536,3136,2794
"S01010391",2058,3405,518,6708,2352,3291,3042
"S01010392",6325,6778,1028,3728,5647,5510,6150
"S01010393",2707,3692,240,6768,2962,4058,4682
"S01010394",3444,341,359,5675,2061,222,156
"S01010395",3319,2606,230,6495,3730,1918,2349
"S01010396",3514,2236,477,6950,2205,2603,2545
"S01010397",6593,4294,825,6747,4685,4290,4751
"S01010398",6495,5619,2050,6330,5126,4638,5676
"S01010399",6736,6756,2858,5637,5282,6493,6654
"S01010400",6693,6344,2069,6320,5703,5891,6563
"S01010401",5539,4658,909,6886,6198,3942,4858
"S01010402",6460,6676,3541,6713,5529,5493,6551
"S01010403",6881,6300,3608,5513,4799,6067,6327
"S01010404",6800,5874,1460,6349,3389.5,4870,6029
"S01010405",6767,6441,2170,5379,5814.5,5449,5341
"S01010406",6052,5698,222,5552,5110,5599,5297
"S01010407",6608,5944,334,6544,1171,5207,6123
"S01010408",5981,3425,1407,4261,2277,2185,1803
"S01010409",6568,6265,6280,4196,5575,6416,5941
"S01010410",6764,6233,3188,3641,4045,6415,6289
"S01010411",6914,6852,5310,3341,4338,6341,6664
"S01010412",5635,4700,1434,4335,977,5726,3993
"S01010413",6168,5101,5427,4912,2378,6217,5434
"S01010414",6905,4261,2519,4514,2647,4650,5222
"S01010415",3250,857,1010,6468,2337,942,766
"S01010416",6796,5847,2705,2829,5298,6412,6086
"S01010417",6669,6286,4901,5086,5916,6252,6281
"S01010418",6704,6278,3665,4428,4587,5225,5627
"S01010419",6663,5804,3509,3613,5093,6153,6287
"S01010420",6776,5656,5442,4035,5873,4939,4930
"S01010421",6719,5535,5066,4039,3758,5583,5035
"S01010422",6142,3227,2896,6469,3809,3070,3411
"S01010423",1102,298,348,5770,1830,262,268
"S01010424",2568,355,577,6655,2643,798,973
"S01010425",511,406,331,6955,916,291,328
"S01010426",1542,1023,504,6449,725,1114,674
"S01010427",2122,1005,216,6257,1444,429,409
"S01010428",6317,4899,5249,4754,3395,4547,5100
"S01010429",5912,5247,5694,6871,2644,5432,4645
"S01010430",737,868,387,6345,1123,454,543
"S01010431",6851,6096,5734,5604,2009,6340,5848
"S01010432",798,759,528,6389,1075,1053,920
"S01010433",465,1158,68,6632,1039,381,711
"S01010434",267,272,581,6833,555,45,230
"S01010435",2641,1713,2766,6312,353,1230,2007
"S01010436",520,252,292,6880,414,290,282
"S01010437",2446,1356,306,4381,1813,842,1059
"S01010438",1137,718,365,5258,1306,590,695
"S01010439",412,1312,657,5596,2985,795,1691
"S01010440",1996,92,893,4680,463,108,283
"S01010441",2129,3857,1071,5905,1491,3451,3521
"S01010442",332,946,337,5814,1968,926,1518
"S01010443",2007,2002,548,4314,2016,2253,2748
"S01010444",493,601,968,6081,2303,1304,1102
"S01010445",1406,1684,1032,4800,2459,1698,971
"S01010446",3512,2705,1927,4194,2533,2519,2866
"S01010447",1263,460,483,5333,1117,462,506
"S01010448",3309,2454,2571,5454,5156,2266,2482
"S01010449",1281,978,947,5856,3131,1012,1386
"S01010450",1430,967,773,3537,3036,706,1229
"S01010451",1580,398,1223,5247,781,197,150
"S01010452",2797,1718,1328,5568,4305,1092,1113
"S01010453",550,575,703,5810,396,323,261
"S01010454",1912,2781,1578,5891,4048,1938,1549
"S01010455",389,142,908,2877,785,69,37
"S01010456",3405,1570,1088,2966,3828,2395,2660
"S01010457",2910,2528,610,4838,3483.5,2719,2744
"S01010458",1298,1009,1109,4784,1184,489,549
"S01010459",3061,1743,1560,4879,2844,1420,1769
"S01010460",6575,5303,5591,4394,4765,5070,5333
"S01010461",1041,593,925,4782,1180,456,254
"S01010462",298,266,87,4854,553,7,68
"S01010463",3471,2710,1019,4955,3033,3325,3059
"S01010464",3823,2102,1886,3973,5322,1545,2646
"S01010465",5343,4692,2786,2427,5372,4333,5080
"S01010466",5290,5043,2448,4945,3238,5833,5372
"S01010467",5053,3438,2714,4485,5514,3851,4449
"S01010468",5331,5196,4078,3266,5016,4410,5152
"S01010469",3967,1578,70,6758,675,940,1021
"S01010470",2117,876,2032,6343,2618,2087,1744
